File name	m013_cohortA_BEEG02_day1.kcd
Result analysis file name	m013_cohortA_BEEG02_day1_2p.raf
Subject	m013_cohortA_01_29_2
Gender	
Age
Memo
Free comment 1	Patient identificati	
Free comment 2	Recording identifica	
Free comment 3	Start time	01/30/2021 13:10:15
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time	Epoch No.	Stage		
1/30/2021 13:23:27	198	W	0	
1/30/2021 13:23:31	199	W	0	
1/30/2021 13:23:35	200	W	0	
1/30/2021 13:23:39	201	W	0	
1/30/2021 13:23:43	202	W	0	
1/30/2021 13:23:47	203	W	0	
1/30/2021 13:23:51	204	W	0	
1/30/2021 13:23:55	205	W	0	
1/30/2021 13:23:59	206	W	0	
1/30/2021 13:24:03	207	W	0	
1/30/2021 13:24:07	208	W	0	
1/30/2021 13:24:11	209	W	0	
1/30/2021 13:24:15	210	W	0	
1/30/2021 13:24:19	211	W	0	
1/30/2021 13:24:23	212	W	0	
1/30/2021 13:24:27	213	W	0	
1/30/2021 13:24:31	214	W	0	
1/30/2021 13:24:35	215	W	0	
1/30/2021 13:24:39	216	W	0	
1/30/2021 13:24:43	217	W	0	
1/30/2021 13:24:47	218	W	0	
1/30/2021 13:24:51	219	W	0	
1/30/2021 13:24:55	220	W	0	
1/30/2021 13:24:59	221	W	0	
1/30/2021 13:25:03	222	W	0	
1/30/2021 13:25:07	223	W	0	
1/30/2021 13:25:11	224	W	0	
1/30/2021 13:25:15	225	W	0	
1/30/2021 13:25:19	226	W	0	
1/30/2021 13:25:23	227	W	0	
1/30/2021 13:25:27	228	W	0	
1/30/2021 13:25:31	229	W	0	
1/30/2021 13:25:35	230	W	0	
1/30/2021 13:25:39	231	W	0	
1/30/2021 13:25:43	232	W	0	
1/30/2021 13:25:47	233	W	0	
1/30/2021 13:25:51	234	W	0	
1/30/2021 13:25:55	235	W	0	
1/30/2021 13:25:59	236	W	0	
1/30/2021 13:26:03	237	W	0	
1/30/2021 13:26:07	238	W	0	
1/30/2021 13:26:11	239	W	0	
1/30/2021 13:26:15	240	W	0	
1/30/2021 13:26:19	241	W	0	
1/30/2021 13:26:23	242	W	0	
1/30/2021 13:26:27	243	W	0	
1/30/2021 13:26:31	244	W	0	
1/30/2021 13:26:35	245	W	0	
1/30/2021 13:26:39	246	W	0	
1/30/2021 13:26:43	247	W	0	
1/30/2021 13:26:47	248	W	0	
1/30/2021 13:26:51	249	W	0	
1/30/2021 13:26:55	250	W	0	
1/30/2021 13:26:59	251	W	0	
1/30/2021 13:27:03	252	W	0	
1/30/2021 13:27:07	253	W	0	
1/30/2021 13:27:11	254	W	0	
1/30/2021 13:27:15	255	W	0	
1/30/2021 13:27:19	256	W	0	
1/30/2021 13:27:23	257	W	0	
1/30/2021 13:27:27	258	W	0	
1/30/2021 13:27:31	259	W	0	
1/30/2021 13:27:35	260	W	0	
1/30/2021 13:27:39	261	W	0	
1/30/2021 13:27:43	262	W	0	
1/30/2021 13:27:47	263	W	0	
1/30/2021 13:27:51	264	W	0	
1/30/2021 13:27:55	265	W	0	
1/30/2021 13:27:59	266	W	0	
1/30/2021 13:28:03	267	W	0	
1/30/2021 13:28:07	268	W	0	
1/30/2021 13:28:11	269	W	0	
1/30/2021 13:28:15	270	W	0	
1/30/2021 13:28:19	271	W	0	
1/30/2021 13:28:23	272	W	0	
1/30/2021 13:28:27	273	W	0	
1/30/2021 13:28:31	274	W	0	
1/30/2021 13:28:35	275	W	0	
1/30/2021 13:28:39	276	W	0	
1/30/2021 13:28:43	277	W	0	
1/30/2021 13:28:47	278	W	0	
1/30/2021 13:28:51	279	W	0	
1/30/2021 13:28:55	280	W	0	
1/30/2021 13:28:59	281	W	0	
